"사고유형별","도로종류별","월별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"철길건널목","기타/불명","3월","사망자수[명]","명","0","","","","0",
"철길건널목","기타/불명","3월","부상자수[명]","명","1","","","","1",
"철길건널목","기타/불명","7월","사고건수[건]","건","1","","","1","",
"철길건널목","기타/불명","7월","사망자수[명]","명","0","","","0","",
"철길건널목","기타/불명","7월","부상자수[명]","명","2","","","1","",
"철길건널목","기타/불명","8월","사고건수[건]","건","","","1","","",
"철길건널목","기타/불명","8월","사망자수[명]","명","","","0","","",
"철길건널목","기타/불명","8월","부상자수[명]","명","","","1","","",
"철길건널목","기타/불명","10월","사고건수[건]","건","1","","","","",
"철길건널목","기타/불명","10월","사망자수[명]","명","0","","","","",
"철길건널목","기타/불명","10월","부상자수[명]","명","1","","","","",
"차도통행중","일반국도","전체","사고건수[건]","건","211","204","235","370","358",
"차도통행중","일반국도","전체","사망자수[명]","명","36","35","36","33","24",
"차도통행중","일반국도","전체","부상자수[명]","명","185","183","210","348","345",
"차도통행중","일반국도","1월","사고건수[건]","건","11","26","15","19","37",
"차도통행중","일반국도","1월","사망자수[명]","명","5","4","2","2","2",
"차도통행중","일반국도","1월","부상자수[명]","명","6","24","13","17","37",
"차도통행중","일반국도","2월","사고건수[건]","건","12","22","15","27","27",
"차도통행중","일반국도","2월","사망자수[명]","명","2","6","3","0","2",
"차도통행중","일반국도","2월","부상자수[명]","명","10","17","14","27","25",
"차도통행중","일반국도","3월","사고건수[건]","건","14","10","17","22","26",
"차도통행중","일반국도","3월","사망자수[명]","명","4","0","2","2","0",
"차도통행중","일반국도","3월","부상자수[명]","명","10","11","15","21","27",
"차도통행중","일반국도","4월","사고건수[건]","건","20","13","10","28","27",
"차도통행중","일반국도","4월","사망자수[명]","명","2","4","0","5","1",
"차도통행중","일반국도","4월","부상자수[명]","명","18","9","12","24","26",
"차도통행중","일반국도","5월","사고건수[건]","건","20","7","20","36","34",
"차도통행중","일반국도","5월","사망자수[명]","명","0","0","3","3","3",
"차도통행중","일반국도","5월","부상자수[명]","명","20","7","18","36","32",
"차도통행중","일반국도","6월","사고건수[건]","건","15","22","22","26","34",
"차도통행중","일반국도","6월","사망자수[명]","명","2","3","4","1","2",
"차도통행중","일반국도","6월","부상자수[명]","명","14","20","18","26","32",
"차도통행중","일반국도","7월","사고건수[건]","건","17","14","18","30","24",
"차도통행중","일반국도","7월","사망자수[명]","명","1","4","1","6","0",
"차도통행중","일반국도","7월","부상자수[명]","명","16","12","17","25","25",
"차도통행중","일반국도","8월","사고건수[건]","건","21","18","17","34","28",
"차도통행중","일반국도","8월","사망자수[명]","명","4","2","5","3","3",
"차도통행중","일반국도","8월","부상자수[명]","명","17","17","12","31","28",
"차도통행중","일반국도","9월","사고건수[건]","건","18","13","18","43","26",
"차도통행중","일반국도","9월","사망자수[명]","명","4","2","2","5","2",
"차도통행중","일반국도","9월","부상자수[명]","명","15","14","17","38","26",
"차도통행중","일반국도","10월","사고건수[건]","건","15","19","26","40","26",
"차도통행중","일반국도","10월","사망자수[명]","명","1","5","3","4","5",
"차도통행중","일반국도","10월","부상자수[명]","명","14","15","25","37","21",
"차도통행중","일반국도","11월","사고건수[건]","건","25","22","36","32","40",
"차도통행중","일반국도","11월","사망자수[명]","명","8","5","7","1","3",
"차도통행중","일반국도","11월","부상자수[명]","명","23","19","31","33","37",
"차도통행중","일반국도","12월","사고건수[건]","건","23","18","21","33","29",
"차도통행중","일반국도","12월","사망자수[명]","명","3","0","4","1","1",
"차도통행중","일반국도","12월","부상자수[명]","명","22","18","18","33","29",
"차도통행중","지방도","전체","사고건수[건]","건","239","260","241","263","246",
"차도통행중","지방도","전체","사망자수[명]","명","28","26","18","21","19",
"차도통행중","지방도","전체","부상자수[명]","명","226","238","235","258","243",
"차도통행중","지방도","1월","사고건수[건]","건","12","29","17","12","19",
"차도통행중","지방도","1월","사망자수[명]","명","1","4","2","0","3",
"차도통행중","지방도","1월","부상자수[명]","명","12","25","17","14","16",
"차도통행중","지방도","2월","사고건수[건]","건","15","27","21","20","19",
"차도통행중","지방도","2월","사망자수[명]","명","3","3","4","1","2",
"차도통행중","지방도","2월","부상자수[명]","명","12","24","18","20","17",
"차도통행중","지방도","3월","사고건수[건]","건","20","21","21","18","24",
"차도통행중","지방도","3월","사망자수[명]","명","1","4","1","2","1",
"차도통행중","지방도","3월","부상자수[명]","명","19","18","20","16","24",
"차도통행중","지방도","4월","사고건수[건]","건","14","22","14","24","19",
"차도통행중","지방도","4월","사망자수[명]","명","3","0","1","0","2",
"차도통행중","지방도","4월","부상자수[명]","명","11","22","13","27","20",
"차도통행중","지방도","5월","사고건수[건]","건","19","17","24","26","22",
"차도통행중","지방도","5월","사망자수[명]","명","3","1","0","2","2",
"차도통행중","지방도","5월","부상자수[명]","명","17","17","25","26","20",
"차도통행중","지방도","6월","사고건수[건]","건","19","19","16","27","20",
"차도통행중","지방도","6월","사망자수[명]","명","1","3","1","0","3",
"차도통행중","지방도","6월","부상자수[명]","명","18","16","15","31","21",
"차도통행중","지방도","7월","사고건수[건]","건","17","24","20","21","18",
"차도통행중","지방도","7월","사망자수[명]","명","2","3","1","5","0",
"차도통행중","지방도","7월","부상자수[명]","명","17","21","19","20","18",
"차도통행중","지방도","8월","사고건수[건]","건","23","18","14","21","20",
"차도통행중","지방도","8월","사망자수[명]","명","3","2","1","3","1",
"차도통행중","지방도","8월","부상자수[명]","명","26","17","15","18","19",
"차도통행중","지방도","9월","사고건수[건]","건","21","14","18","19","25",
"차도통행중","지방도","9월","사망자수[명]","명","1","1","3","1","1",
"차도통행중","지방도","9월","부상자수[명]","명","21","13","15","18","24",
"차도통행중","지방도","10월","사고건수[건]","건","23","24","23","24","18",
"차도통행중","지방도","10월","사망자수[명]","명","2","1","0","2","3",
"차도통행중","지방도","10월","부상자수[명]","명","21","24","26","22","17",
"차도통행중","지방도","11월","사고건수[건]","건","30","29","23","31","18",
"차도통행중","지방도","11월","사망자수[명]","명","5","3","1","1","0",
"차도통행중","지방도","11월","부상자수[명]","명","28","26","25","30","19",
"차도통행중","지방도","12월","사고건수[건]","건","26","16","30","20","24",
"차도통행중","지방도","12월","사망자수[명]","명","3","1","3","4","1",
"차도통행중","지방도","12월","부상자수[명]","명","24","15","27","16","28",
"차도통행중","특별광역시도","전체","사고건수[건]","건","2048","1535","1449","1694","1862",
"차도통행중","특별광역시도","전체","사망자수[명]","명","48","47","28","35","32",
"차도통행중","특별광역시도","전체","부상자수[명]","명","2082","1552","1469","1719","1897",
"차도통행중","특별광역시도","1월","사고건수[건]","건","166","166","108","144","161",
"차도통행중","특별광역시도","1월","사망자수[명]","명","3","7","2","3","2",
"차도통행중","특별광역시도","1월","부상자수[명]","명","168","166","111","147","164",
"차도통행중","특별광역시도","2월","사고건수[건]","건","133","134","113","96","159",
"차도통행중","특별광역시도","2월","사망자수[명]","명","5","6","2","4","0",
"차도통행중","특별광역시도","2월","부상자수[명]","명","133","134","113","95","168",
"차도통행중","특별광역시도","3월","사고건수[건]","건","202","80","124","133","173",
"차도통행중","특별광역시도","3월","사망자수[명]","명","1","4","2","0","2",
"차도통행중","특별광역시도","3월","부상자수[명]","명","204","77","126","141","174",
"차도통행중","특별광역시도","4월","사고건수[건]","건","172","107","142","137","157",
"차도통행중","특별광역시도","4월","사망자수[명]","명","2","1","2","3","3",
"차도통행중","특별광역시도","4월","부상자수[명]","명","177","110","147","141","159",
"차도통행중","특별광역시도","5월","사고건수[건]","건","179","127","121","140","165",
"차도통행중","특별광역시도","5월","사망자수[명]","명","3","5","1","2","2",
"차도통행중","특별광역시도","5월","부상자수[명]","명","181","130","123","144","172",
"차도통행중","특별광역시도","6월","사고건수[건]","건","155","148","125","156","142",
"차도통행중","특별광역시도","6월","사망자수[명]","명","4","3","3","4","2",
"차도통행중","특별광역시도","6월","부상자수[명]","명","160","153","127","159","147",
"차도통행중","특별광역시도","7월","사고건수[건]","건","156","127","121","145","134",
"차도통행중","특별광역시도","7월","사망자수[명]","명","4","3","2","1","4",
"차도통행중","특별광역시도","7월","부상자수[명]","명","156","129","125","151","134",
"차도통행중","특별광역시도","8월","사고건수[건]","건","165","141","98","128","136",
"차도통행중","특별광역시도","8월","사망자수[명]","명","2","6","2","2","2",
"차도통행중","특별광역시도","8월","부상자수[명]","명","173","144","100","129","136",
"차도통행중","특별광역시도","9월","사고건수[건]","건","159","140","125","158","161",
"차도통행중","특별광역시도","9월","사망자수[명]","명","7","3","3","4","1",
"차도통행중","특별광역시도","9월","부상자수[명]","명","159","141","127","156","167",
"차도통행중","특별광역시도","10월","사고건수[건]","건","186","133","130","168","168",
"차도통행중","특별광역시도","10월","사망자수[명]","명","6","4","1","4","6",
"차도통행중","특별광역시도","10월","부상자수[명]","명","188","135","132","170","168",
"차도통행중","특별광역시도","11월","사고건수[건]","건","201","125","123","145","162",
"차도통행중","특별광역시도","11월","사망자수[명]","명","3","3","4","4","5",
"차도통행중","특별광역시도","11월","부상자수[명]","명","205","126","122","144","161",
"차도통행중","특별광역시도","12월","사고건수[건]","건","174","107","119","144","144",
"차도통행중","특별광역시도","12월","사망자수[명]","명","8","2","4","4","3",
"차도통행중","특별광역시도","12월","부상자수[명]","명","178","107","116","142","147",
"차도통행중","시도","전체","사고건수[건]","건","1627","1272","1226","1466","1487",
"차도통행중","시도","전체","사망자수[명]","명","53","57","47","36","48",
"차도통행중","시도","전체","부상자수[명]","명","1628","1275","1234","1474","1503",
"차도통행중","시도","1월","사고건수[건]","건","120","130","86","133","126",
"차도통행중","시도","1월","사망자수[명]","명","5","3","3","3","4",
"차도통행중","시도","1월","부상자수[명]","명","120","135","85","134","128",
"차도통행중","시도","2월","사고건수[건]","건","119","102","80","94","124",
"차도통행중","시도","2월","사망자수[명]","명","1","7","1","1","4",
"차도통행중","시도","2월","부상자수[명]","명","118","104","83","94","125",
"차도통행중","시도","3월","사고건수[건]","건","132","93","105","96","132",
"차도통행중","시도","3월","사망자수[명]","명","3","2","4","1","3",
"차도통행중","시도","3월","부상자수[명]","명","135","92","109","96","133",
"차도통행중","시도","4월","사고건수[건]","건","123","109","107","125","103",
"차도통행중","시도","4월","사망자수[명]","명","4","1","3","3","3",
"차도통행중","시도","4월","부상자수[명]","명","127","113","105","126","105",
"차도통행중","시도","5월","사고건수[건]","건","156","113","98","115","130",
"차도통행중","시도","5월","사망자수[명]","명","6","4","5","3","1",
"차도통행중","시도","5월","부상자수[명]","명","156","110","99","119","137",
"차도통행중","시도","6월","사고건수[건]","건","126","104","104","118","122",
"차도통행중","시도","6월","사망자수[명]","명","4","5","4","3","3",
"차도통행중","시도","6월","부상자수[명]","명","125","108","101","116","128",
"차도통행중","시도","7월","사고건수[건]","건","118","118","96","108","117",
"차도통행중","시도","7월","사망자수[명]","명","3","7","2","2","4",
"차도통행중","시도","7월","부상자수[명]","명","118","118","96","109","120",
"차도통행중","시도","8월","사고건수[건]","건","111","95","80","118","103",
"차도통행중","시도","8월","사망자수[명]","명","2","3","2","3","6",
"차도통행중","시도","8월","부상자수[명]","명","112","100","83","119","99",
"차도통행중","시도","9월","사고건수[건]","건","141","97","110","113","142",
"차도통행중","시도","9월","사망자수[명]","명","4","6","2","4","6",
"차도통행중","시도","9월","부상자수[명]","명","139","94","115","116","143",
"차도통행중","시도","10월","사고건수[건]","건","155","107","132","136","137",
"차도통행중","시도","10월","사망자수[명]","명","4","5","7","5","5",
"차도통행중","시도","10월","부상자수[명]","명","155","105","136","137","137",
"차도통행중","시도","11월","사고건수[건]","건","160","114","130","165","108",
"차도통행중","시도","11월","사망자수[명]","명","6","11","10","3","3",
"차도통행중","시도","11월","부상자수[명]","명","159","104","125","166","107",
"차도통행중","시도","12월","사고건수[건]","건","166","90","98","145","143",
"차도통행중","시도","12월","사망자수[명]","명","11","3","4","5","6",
"차도통행중","시도","12월","부상자수[명]","명","164","92","97","142","141",
"차도통행중","군도","전체","사고건수[건]","건","254","224","231","270","303",
"차도통행중","군도","전체","사망자수[명]","명","8","21","10","15","11",
"차도통행중","군도","전체","부상자수[명]","명","253","205","228","260","303",
"차도통행중","군도","1월","사고건수[건]","건","19","18","10","20","22",
"차도통행중","군도","1월","사망자수[명]","명","2","0","0","0","0",
"차도통행중","군도","1월","부상자수[명]","명","17","18","11","21","23",
"차도통행중","군도","2월","사고건수[건]","건","13","10","15","8","22",
"차도통행중","군도","2월","사망자수[명]","명","0","1","0","0","3",
"차도통행중","군도","2월","부상자수[명]","명","13","9","16","8","19",
"차도통행중","군도","3월","사고건수[건]","건","19","14","20","13","20",
"차도통행중","군도","3월","사망자수[명]","명","1","3","2","0","0",
"차도통행중","군도","3월","부상자수[명]","명","18","11","19","13","21",
"차도통행중","군도","4월","사고건수[건]","건","18","18","19","20","31",
"차도통행중","군도","4월","사망자수[명]","명","0","3","1","0","1",
"차도통행중","군도","4월","부상자수[명]","명","18","15","18","20","31",
"차도통행중","군도","5월","사고건수[건]","건","18","22","16","36","25",
"차도통행중","군도","5월","사망자수[명]","명","0","0","0","0","1",
"차도통행중","군도","5월","부상자수[명]","명","19","23","16","36","26",
"차도통행중","군도","6월","사고건수[건]","건","20","22","15","19","28",
"차도통행중","군도","6월","사망자수[명]","명","1","0","0","2","0",
"차도통행중","군도","6월","부상자수[명]","명","21","23","15","19","28",
"차도통행중","군도","7월","사고건수[건]","건","18","21","20","19","18",
"차도통행중","군도","7월","사망자수[명]","명","0","3","1","2","1",
"차도통행중","군도","7월","부상자수[명]","명","18","18","19","17","20",
"차도통행중","군도","8월","사고건수[건]","건","21","22","30","24","27",
"차도통행중","군도","8월","사망자수[명]","명","1","1","0","4","2",
"차도통행중","군도","8월","부상자수[명]","명","23","21","32","20","26",
"차도통행중","군도","9월","사고건수[건]","건","22","11","24","29","25",
"차도통행중","군도","9월","사망자수[명]","명","1","0","2","1","0",
"차도통행중","군도","9월","부상자수[명]","명","21","11","22","28","25",
"차도통행중","군도","10월","사고건수[건]","건","26","20","23","33","31",
"차도통행중","군도","10월","사망자수[명]","명","1","2","3","2","1",
"차도통행중","군도","10월","부상자수[명]","명","25","18","20","33","30",
"차도통행중","군도","11월","사고건수[건]","건","36","23","25","27","24",
"차도통행중","군도","11월","사망자수[명]","명","0","1","1","1","0",
"차도통행중","군도","11월","부상자수[명]","명","37","22","26","26","26",
"차도통행중","군도","12월","사고건수[건]","건","24","23","14","22","30",
"차도통행중","군도","12월","사망자수[명]","명","1","7","0","3","2",
"차도통행중","군도","12월","부상자수[명]","명","23","16","14","19","28",
"차도통행중","고속국도","전체","사고건수[건]","건","5","8","4","3","5",
"차도통행중","고속국도","전체","사망자수[명]","명","2","3","1","1","0",
"차도통행중","고속국도","전체","부상자수[명]","명","3","5","3","9","7",
"차도통행중","고속국도","1월","사고건수[건]","건","","1","","","",
"차도통행중","고속국도","1월","사망자수[명]","명","","0","","","",
"차도통행중","고속국도","1월","부상자수[명]","명","","1","","","",
"차도통행중","고속국도","2월","사고건수[건]","건","","","1","","1",
"차도통행중","고속국도","2월","사망자수[명]","명","","","0","","0",
"차도통행중","고속국도","2월","부상자수[명]","명","","","1","","1",
"차도통행중","고속국도","3월","사고건수[건]","건","1","","","","",
"차도통행중","고속국도","3월","사망자수[명]","명","0","","","","",
"차도통행중","고속국도","3월","부상자수[명]","명","1","","","","",
"차도통행중","고속국도","4월","사고건수[건]","건","1","","","","2",
"차도통행중","고속국도","4월","사망자수[명]","명","1","","","","0",
"차도통행중","고속국도","4월","부상자수[명]","명","0","","","","4",
"차도통행중","고속국도","5월","사고건수[건]","건","1","","2","","",
"차도통행중","고속국도","5월","사망자수[명]","명","1","","0","","",
"차도통행중","고속국도","5월","부상자수[명]","명","0","","2","","",
"차도통행중","고속국도","6월","사고건수[건]","건","","1","","","",
"차도통행중","고속국도","6월","사망자수[명]","명","","0","","","",
"차도통행중","고속국도","6월","부상자수[명]","명","","1","","","",
"차도통행중","고속국도","7월","사고건수[건]","건","","2","","","",
"차도통행중","고속국도","7월","사망자수[명]","명","","1","","","",
"차도통행중","고속국도","7월","부상자수[명]","명","","1","","","",
"차도통행중","고속국도","8월","사고건수[건]","건","","2","","1","",
"차도통행중","고속국도","8월","사망자수[명]","명","","0","","0","",
"차도통행중","고속국도","8월","부상자수[명]","명","","2","","1","",
"차도통행중","고속국도","9월","사고건수[건]","건","","","","","1",
"차도통행중","고속국도","9월","사망자수[명]","명","","","","","0",
"차도통행중","고속국도","9월","부상자수[명]","명","","","","","1",
"차도통행중","고속국도","10월","사고건수[건]","건","1","2","1","2","",
"차도통행중","고속국도","10월","사망자수[명]","명","0","2","1","1","",
"차도통행중","고속국도","10월","부상자수[명]","명","1","0","0","8","",
"차도통행중","고속국도","11월","사고건수[건]","건","","","","","1",
"차도통행중","고속국도","11월","사망자수[명]","명","","","","","0",
"차도통행중","고속국도","11월","부상자수[명]","명","","","","","1",
"차도통행중","고속국도","12월","사고건수[건]","건","1","","","","",
"차도통행중","고속국도","12월","사망자수[명]","명","0","","","","",
"차도통행중","고속국도","12월","부상자수[명]","명","1","","","","",
"차도통행중","기타/불명","전체","사고건수[건]","건","381","199","242","335","246",
"차도통행중","기타/불명","전체","사망자수[명]","명","5","6","6","7","1",
"차도통행중","기타/불명","전체","부상자수[명]","명","387","196","249","338","252",
"차도통행중","기타/불명","1월","사고건수[건]","건","25","12","13","17","14",
"차도통행중","기타/불명","1월","사망자수[명]","명","0","0","1","0","0",
"차도통행중","기타/불명","1월","부상자수[명]","명","25","13","12","17","14",
"차도통행중","기타/불명","2월","사고건수[건]","건","37","18","11","16","14",
"차도통행중","기타/불명","2월","사망자수[명]","명","0","2","0","0","0",
"차도통행중","기타/불명","2월","부상자수[명]","명","38","17","12","18","15",
"차도통행중","기타/불명","3월","사고건수[건]","건","31","10","18","18","20",
"차도통행중","기타/불명","3월","사망자수[명]","명","1","0","0","0","0",
"차도통행중","기타/불명","3월","부상자수[명]","명","31","10","19","20","21",
"차도통행중","기타/불명","4월","사고건수[건]","건","39","16","28","29","20",
"차도통행중","기타/불명","4월","사망자수[명]","명","0","0","0","1","0",
"차도통행중","기타/불명","4월","부상자수[명]","명","41","16","29","28","20",
"차도통행중","기타/불명","5월","사고건수[건]","건","28","21","9","34","19",
"차도통행중","기타/불명","5월","사망자수[명]","명","0","0","0","0","0",
"차도통행중","기타/불명","5월","부상자수[명]","명","28","22","10","35","19",
"차도통행중","기타/불명","6월","사고건수[건]","건","18","17","24","38","23",
"차도통행중","기타/불명","6월","사망자수[명]","명","0","0","1","0","0",
"차도통행중","기타/불명","6월","부상자수[명]","명","18","17","26","39","24",
"차도통행중","기타/불명","7월","사고건수[건]","건","38","19","19","34","19",
"차도통행중","기타/불명","7월","사망자수[명]","명","0","2","0","1","0",
"차도통행중","기타/불명","7월","부상자수[명]","명","41","17","20","33","20",
"차도통행중","기타/불명","8월","사고건수[건]","건","35","13","22","17","20",
"차도통행중","기타/불명","8월","사망자수[명]","명","1","0","1","0","0",
"차도통행중","기타/불명","8월","부상자수[명]","명","34","13","22","17","20",
"차도통행중","기타/불명","9월","사고건수[건]","건","29","16","15","34","22",
"차도통행중","기타/불명","9월","사망자수[명]","명","0","1","0","0","0",
"차도통행중","기타/불명","9월","부상자수[명]","명","31","15","16","35","23",
"차도통행중","기타/불명","10월","사고건수[건]","건","38","14","29","34","18",
"차도통행중","기타/불명","10월","사망자수[명]","명","1","1","1","0","0",
"차도통행중","기타/불명","10월","부상자수[명]","명","39","13","28","35","18",
"차도통행중","기타/불명","11월","사고건수[건]","건","35","23","20","43","28",
"차도통행중","기타/불명","11월","사망자수[명]","명","1","0","1","3","1",
"차도통행중","기타/불명","11월","부상자수[명]","명","34","23","20","42","28",
"차도통행중","기타/불명","12월","사고건수[건]","건","28","20","34","21","29",
"차도통행중","기타/불명","12월","사망자수[명]","명","1","0","1","2","0",
"차도통행중","기타/불명","12월","부상자수[명]","명","27","20","35","19","30",
"추돌","일반국도","전체","사고건수[건]","건","4756","4657","4455","4521","4978",
"추돌","일반국도","전체","사망자수[명]","명","95","84","106","66","93",
"추돌","일반국도","전체","부상자수[명]","명","9798","9050","8437","8403","9239",
"추돌","일반국도","1월","사고건수[건]","건","339","320","332","373","373",
"추돌","일반국도","1월","사망자수[명]","명","6","7","7","4","6",
"추돌","일반국도","1월","부상자수[명]","명","651","635","589","638","726",
"추돌","일반국도","2월","사고건수[건]","건","317","338","309","293","310",
"추돌","일반국도","2월","사망자수[명]","명","4","6","7","5","4",
"추돌","일반국도","2월","부상자수[명]","명","713","638","614","536","575",
"추돌","일반국도","3월","사고건수[건]","건","383","374","372","324","416",
"추돌","일반국도","3월","사망자수[명]","명","4","5","7","4","6",
"추돌","일반국도","3월","부상자수[명]","명","790","692","700","585","704",
"추돌","일반국도","4월","사고건수[건]","건","372","358","392","360","398",
"추돌","일반국도","4월","사망자수[명]","명","8","4","5","5","5",
"추돌","일반국도","4월","부상자수[명]","명","757","710","773","679","755",
"추돌","일반국도","5월","사고건수[건]","건","420","376","398","410","439",
"추돌","일반국도","5월","사망자수[명]","명","10","2","9","7","13",
"추돌","일반국도","5월","부상자수[명]","명","875","773","751","800","867",
"추돌","일반국도","6월","사고건수[건]","건","368","424","362","349","407",
"추돌","일반국도","6월","사망자수[명]","명","7","12","12","8","12",
"추돌","일반국도","6월","부상자수[명]","명","747","820","689","632","730",
"추돌","일반국도","7월","사고건수[건]","건","351","358","396","362","347",
"추돌","일반국도","7월","사망자수[명]","명","9","6","7","4","4",
"추돌","일반국도","7월","부상자수[명]","명","731","701","742","677","640",
"추돌","일반국도","8월","사고건수[건]","건","379","394","331","364","419",
"추돌","일반국도","8월","사망자수[명]","명","7","13","9","9","9",
"추돌","일반국도","8월","부상자수[명]","명","831","765","628","676","778",
"추돌","일반국도","9월","사고건수[건]","건","387","429","373","379","447",
"추돌","일반국도","9월","사망자수[명]","명","5","9","9","8","4",
"추돌","일반국도","9월","부상자수[명]","명","798","826","773","744","853",
"추돌","일반국도","10월","사고건수[건]","건","484","462","419","450","478",
"추돌","일반국도","10월","사망자수[명]","명","16","7","13","5","12",
"추돌","일반국도","10월","부상자수[명]","명","1004","926","794","844","879",
"추돌","일반국도","11월","사고건수[건]","건","506","449","409","436","467",
"추돌","일반국도","11월","사망자수[명]","명","10","3","12","5","7",
"추돌","일반국도","11월","부상자수[명]","명","1006","882","731","799","904",
"추돌","일반국도","12월","사고건수[건]","건","450","375","362","421","477",
"추돌","일반국도","12월","사망자수[명]","명","9","10","9","2","11",
"추돌","일반국도","12월","부상자수[명]","명","895","682","653","793","828",
"추돌","지방도","전체","사고건수[건]","건","2485","2330","2210","2052","2036",
"추돌","지방도","전체","사망자수[명]","명","39","39","32","27","20",
"추돌","지방도","전체","부상자수[명]","명","4834","4359","4025","3736","3618",
"추돌","지방도","1월","사고건수[건]","건","178","176","163","164","178",
"추돌","지방도","1월","사망자수[명]","명","4","4","1","2","0",
"추돌","지방도","1월","부상자수[명]","명","340","349","275","305","306",
"추돌","지방도","2월","사고건수[건]","건","179","181","179","124","143",
"추돌","지방도","2월","사망자수[명]","명","2","2","0","0","0",
"추돌","지방도","2월","부상자수[명]","명","368","317","330","200","279",
"추돌","지방도","3월","사고건수[건]","건","216","176","183","135","180",
"추돌","지방도","3월","사망자수[명]","명","5","0","1","3","2",
"추돌","지방도","3월","부상자수[명]","명","397","299","337","242","335",
"추돌","지방도","4월","사고건수[건]","건","217","182","174","191","175",
"추돌","지방도","4월","사망자수[명]","명","1","1","6","1","1",
"추돌","지방도","4월","부상자수[명]","명","426","379","382","330","298",
"추돌","지방도","5월","사고건수[건]","건","205","205","178","189","159",
"추돌","지방도","5월","사망자수[명]","명","2","4","1","1","1",
"추돌","지방도","5월","부상자수[명]","명","413","353","318","362","279",
"추돌","지방도","6월","사고건수[건]","건","201","234","142","174","165",
"추돌","지방도","6월","사망자수[명]","명","3","1","1","4","2",
"추돌","지방도","6월","부상자수[명]","명","356","449","254","322","315",
"추돌","지방도","7월","사고건수[건]","건","182","195","160","139","153",
"추돌","지방도","7월","사망자수[명]","명","1","0","4","0","3",
"추돌","지방도","7월","부상자수[명]","명","360","380","268","248","258",
"추돌","지방도","8월","사고건수[건]","건","244","211","194","175","186",
"추돌","지방도","8월","사망자수[명]","명","1","12","3","3","2",
"추돌","지방도","8월","부상자수[명]","명","492","393","363","317","352",
"추돌","지방도","9월","사고건수[건]","건","183","191","206","180","183",
"추돌","지방도","9월","사망자수[명]","명","6","5","5","1","3",
"추돌","지방도","9월","부상자수[명]","명","358","359","344","369","323",
"추돌","지방도","10월","사고건수[건]","건","215","223","213","196","177",
"추돌","지방도","10월","사망자수[명]","명","6","5","5","7","3",
"추돌","지방도","10월","부상자수[명]","명","436","432","396","379","290",
"추돌","지방도","11월","사고건수[건]","건","238","190","218","184","167",
"추돌","지방도","11월","사망자수[명]","명","3","3","3","3","2",
"추돌","지방도","11월","부상자수[명]","명","471","347","391","307","282",
"추돌","지방도","12월","사고건수[건]","건","227","166","200","201","170",
"추돌","지방도","12월","사망자수[명]","명","5","2","2","2","1",
"추돌","지방도","12월","부상자수[명]","명","417","302","367","355","301",
"추돌","특별광역시도","전체","사고건수[건]","건","13879","12691","12321","11917","12097",
"추돌","특별광역시도","전체","사망자수[명]","명","38","38","51","48","38",
"추돌","특별광역시도","전체","부상자수[명]","명","24641","21378","20124","19860","20282",
"추돌","특별광역시도","1월","사고건수[건]","건","996","1013","1092","1033","937",
"추돌","특별광역시도","1월","사망자수[명]","명","4","3","3","6","1",
"추돌","특별광역시도","1월","부상자수[명]","명","1804","1763","1784","1749","1564",
"추돌","특별광역시도","2월","사고건수[건]","건","951","1071","932","814","818",
"추돌","특별광역시도","2월","사망자수[명]","명","1","7","4","2","2",
"추돌","특별광역시도","2월","부상자수[명]","명","1652","1743","1509","1343","1385",
"추돌","특별광역시도","3월","사고건수[건]","건","1223","967","1049","836","1039",
"추돌","특별광역시도","3월","사망자수[명]","명","1","5","5","5","1",
"추돌","특별광역시도","3월","부상자수[명]","명","2124","1600","1739","1279","1696",
"추돌","특별광역시도","4월","사고건수[건]","건","1233","1012","1032","1009","1007",
"추돌","특별광역시도","4월","사망자수[명]","명","3","2","1","2","4",
"추돌","특별광역시도","4월","부상자수[명]","명","2143","1738","1678","1790","1704",
"추돌","특별광역시도","5월","사고건수[건]","건","1313","1039","1007","1019","1061",
"추돌","특별광역시도","5월","사망자수[명]","명","5","2","2","5","3",
"추돌","특별광역시도","5월","부상자수[명]","명","2304","1789","1670","1677","1856",
"추돌","특별광역시도","6월","사고건수[건]","건","1130","1128","1027","934","1011",
"추돌","특별광역시도","6월","사망자수[명]","명","5","1","3","3","1",
"추돌","특별광역시도","6월","부상자수[명]","명","2029","1954","1658","1520","1698",
"추돌","특별광역시도","7월","사고건수[건]","건","1150","1162","1043","1003","1041",
"추돌","특별광역시도","7월","사망자수[명]","명","2","6","6","2","6",
"추돌","특별광역시도","7월","부상자수[명]","명","2042","1982","1706","1703","1754",
"추돌","특별광역시도","8월","사고건수[건]","건","1162","1074","980","968","1021",
"추돌","특별광역시도","8월","사망자수[명]","명","1","2","4","5","3",
"추돌","특별광역시도","8월","부상자수[명]","명","2140","1817","1559","1634","1672",
"추돌","특별광역시도","9월","사고건수[건]","건","1102","1056","1036","1039","1049",
"추돌","특별광역시도","9월","사망자수[명]","명","4","2","7","7","3",
"추돌","특별광역시도","9월","부상자수[명]","명","1916","1736","1676","1750","1765",
"추돌","특별광역시도","10월","사고건수[건]","건","1253","1118","1048","1029","991",
"추돌","특별광역시도","10월","사망자수[명]","명","2","5","8","5","5",
"추돌","특별광역시도","10월","부상자수[명]","명","2244","1881","1772","1696","1700",
